|user|ms-1|ms-2|ms-3|ms-4|ms-5|ms-6|ms-7|ms-8|ms-9
2013|(41.480658000000005, -88.054735)|{'distance': 1108.14, 'position': (41.486098, -88.043589)}|{'distance': 604.13, 'position': (41.478503, -88.061392)}||{'distance': 51280.82, 'position': (41.52363999999999, -87.441631)}|{'distance': 807.51, 'position': (41.484858, -88.046827)}|{'distance': 55772.65, 'position': (41.521795000000004, -87.38727800000001)}|{'distance': 4943.05, 'position': (41.501326, -88.002193)}|{'distance': 53880.91, 'position': (41.525242, -87.410465)}|{'distance': 3789.14, 'position': (41.495325, -88.013674)}
2014|(41.480567, -88.054733)|{'distance': 1101.72, 'position': (41.486097, -88.043759)}|{'distance': 610.98, 'position': (41.478481, -88.06151799999999)}||{'distance': 51295.73, 'position': (41.523715, -87.44147000000001)}|{'distance': 806.71, 'position': (41.484880999999994, -88.046947)}|{'distance': 55769.75, 'position': (41.521772, -87.387319)}|{'distance': 4930.75, 'position': (41.501272, -88.002384)}|{'distance': 53897.79, 'position': (41.525240999999994, -87.410271)}|{'distance': 3780.66, 'position': (41.495176, -88.01374799999999)}
2015|(41.480481, -88.05473099999999)|{'distance': 1095.23, 'position': (41.486094, -88.043927)}|{'distance': 618.12, 'position': (41.478458, -88.06164199999999)}||{'distance': 51311.07, 'position': (41.523788, -87.441303)}|{'distance': 805.97, 'position': (41.484908, -88.04707)}|{'distance': 55766.75, 'position': (41.521761999999995, -87.387362)}|{'distance': 4918.14, 'position': (41.501218, -88.002576)}|{'distance': 53914.55, 'position': (41.525242, -87.410078)}|{'distance': 3772.02, 'position': (41.495027, -88.01382100000001)}
2016|(41.480402000000005, -88.05473099999999)|{'distance': 1088.81, 'position': (41.486085, -88.044087)}|{'distance': 625.43, 'position': (41.478436, -88.061765)}||{'distance': 51326.74, 'position': (41.523859, -87.44113300000001)}|{'distance': 805.01, 'position': (41.484934, -88.04719499999999)}|{'distance': 55761.74, 'position': (41.521757, -87.38743099999999)}|{'distance': 4905.14, 'position': (41.501166000000005, -88.00277200000001)}|{'distance': 53931.65, 'position': (41.525242, -87.409882)}|{'distance': 3763.15, 'position': (41.494876999999995, -88.013894)}
2017|(41.480329000000005, -88.05473099999999)|{'distance': 1082.16, 'position': (41.486078, -88.044249)}|{'distance': 632.92, 'position': (41.478415000000005, -88.061886)}||{'distance': 51356.9, 'position': (41.523999999999994, -87.44079599999999)}|{'distance': 803.73, 'position': (41.48496, -88.04732299999999)}|{'distance': 55756.53, 'position': (41.521755000000006, -87.387502)}|{'distance': 4891.8, 'position': (41.501113, -88.002968)}|{'distance': 53948.26, 'position': (41.525240999999994, -87.40969100000001)}|{'distance': 3753.97, 'position': (41.494727999999995, -88.013968)}
2018|(41.480266, -88.05473099999999)|{'distance': 1075.1, 'position': (41.48607, -88.044409)}|{'distance': 640.73, 'position': (41.478381, -88.061999)}||{'distance': 51373.61, 'position': (41.524027, -87.440606)}|{'distance': 784.02, 'position': (41.485065999999996, -88.047837)}|{'distance': 55751.0, 'position': (41.521755999999996, -87.38757600000001)}|{'distance': 4877.8, 'position': (41.501059999999995, -88.00316600000001)}|{'distance': 53964.67, 'position': (41.525247, -87.40950199999999)}|{'distance': 3744.31, 'position': (41.494577, -88.01404099999999)}
2019|(41.480214, -88.05472900000001)|{'distance': 1067.37, 'position': (41.486057, -88.044563)}|{'distance': 649.08, 'position': (41.47836, -88.062117)}||{'distance': 51392.01, 'position': (41.524077, -87.44039500000001)}|{'distance': 773.06, 'position': (41.485139, -88.048179)}|{'distance': 55744.96, 'position': (41.521758, -87.38765299999999)}|{'distance': 4863.06, 'position': (41.50100499999999, -88.00336300000001)}|{'distance': 53980.84, 'position': (41.52525, -87.40931200000001)}|{'distance': 3734.08, 'position': (41.494428, -88.014114)}
2020|(41.48017300000001, -88.05472599999999)|{'distance': 1059.0, 'position': (41.48604099999999, -88.04471299999999)}|{'distance': 657.92, 'position': (41.478339999999996, -88.062235)}||{'distance': 51408.56, 'position': (41.524119, -87.440203)}|{'distance': 767.84, 'position': (41.485149, -88.04833500000001)}|{'distance': 55738.38, 'position': (41.521757, -87.387734)}|{'distance': 4847.7, 'position': (41.500952, -88.003561)}|{'distance': 53996.88, 'position': (41.525251, -87.409121)}|{'distance': 3723.44, 'position': (41.494281, -88.01418600000001)}
2021|(41.480143, -88.05472599999999)|{'distance': 1050.15, 'position': (41.486024, -88.044862)}|{'distance': 666.62, 'position': (41.478327, -88.06235199999999)}||{'distance': 51425.35, 'position': (41.524148, -87.44000799999999)}|{'distance': 764.17, 'position': (41.485177, -88.048481)}|{'distance': 55731.85, 'position': (41.521755999999996, -87.387816)}|{'distance': 4832.06, 'position': (41.500899, -88.003758)}|{'distance': 54013.29, 'position': (41.525251, -87.408927)}|{'distance': 3712.61, 'position': (41.494134, -88.014257)}
2022|(41.480122, -88.05472400000001)|{'distance': 1040.48, 'position': (41.486005999999996, -88.045012)}|{'distance': 675.81, 'position': (41.478308999999996, -88.062467)}||{'distance': 51441.82, 'position': (41.524172, -87.439813)}|{'distance': 759.41, 'position': (41.485200000000006, -88.04862800000001)}|{'distance': 55725.0, 'position': (41.521755999999996, -87.387899)}|{'distance': 4815.95, 'position': (41.500846, -88.003953)}|{'distance': 54029.44, 'position': (41.525252, -87.408733)}|{'distance': 3578.53, 'position': (41.492489, -88.015062)}
2023|(41.48011, -88.054723)|{'distance': 1031.98, 'position': (41.485999, -88.04514800000001)}|{'distance': 687.39, 'position': (41.478279, -88.062604)}||{'distance': 51458.18, 'position': (41.524186, -87.439618)}|{'distance': 736.25, 'position': (41.485065999999996, -88.04886200000001)}|{'distance': 55718.21, 'position': (41.521754, -87.387981)}|{'distance': 4799.58, 'position': (41.500793, -88.004146)}|{'distance': 54045.68, 'position': (41.525254000000004, -87.40853800000001)}|{'distance': 3566.29, 'position': (41.492334, -88.015141)}
2024|(41.480105, -88.054723)|{'distance': 1022.52, 'position': (41.485941999999994, -88.04523800000001)}|{'distance': 697.54, 'position': (41.478263, -88.062727)}||{'distance': 51474.62, 'position': (41.5242, -87.439422)}|{'distance': 728.51, 'position': (41.48506999999999, -88.049017)}|{'distance': 55711.69, 'position': (41.521752, -87.38806000000001)}|{'distance': 4782.87, 'position': (41.500739, -88.004339)}|{'distance': 54062.18, 'position': (41.525257, -87.40834000000001)}|{'distance': 3553.99, 'position': (41.49218, -88.015219)}
2025|(41.48011, -88.05473099999999)|{'distance': 1013.31, 'position': (41.485914, -88.04535299999999)}|{'distance': 707.68, 'position': (41.478238000000005, -88.06285)}||{'distance': 51492.49, 'position': (41.524210000000004, -87.439215)}|{'distance': 719.8, 'position': (41.485069, -88.049177)}|{'distance': 55705.82, 'position': (41.521751, -87.388138)}|{'distance': 4766.18, 'position': (41.500685999999995, -88.004533)}|{'distance': 54079.13, 'position': (41.525258, -87.408143)}|{'distance': 3541.94, 'position': (41.492024, -88.01529599999999)}
2026|(41.480112, -88.05473099999999)|{'distance': 1005.41, 'position': (41.485896000000004, -88.045454)}|{'distance': 718.53, 'position': (41.478215, -88.06297599999999)}||{'distance': 51509.32, 'position': (41.524204, -87.439011)}|{'distance': 711.33, 'position': (41.48506999999999, -88.04933499999999)}|{'distance': 55699.57, 'position': (41.521750000000004, -87.388213)}|{'distance': 4749.0, 'position': (41.500633, -88.004728)}|{'distance': 54095.43, 'position': (41.525256, -87.407946)}|{'distance': 3529.45, 'position': (41.491868000000004, -88.015373)}
2027|(41.480114, -88.054732)|{'distance': 997.04, 'position': (41.485873, -88.045558)}|{'distance': 729.79, 'position': (41.478194, -88.063109)}||{'distance': 51526.21, 'position': (41.524204, -87.43880800000001)}|{'distance': 702.72, 'position': (41.485069, -88.049496)}|{'distance': 55693.57, 'position': (41.521749, -87.38828600000001)}|{'distance': 4731.56, 'position': (41.500578, -88.004926)}|{'distance': 54111.83, 'position': (41.525257, -87.40774900000001)}|{'distance': 3517.1, 'position': (41.491712, -88.01545)}
2028|(41.480114, -88.054732)|{'distance': 989.37, 'position': (41.485853999999996, -88.04565699999999)}|{'distance': 741.34, 'position': (41.478167000000006, -88.063243)}||{'distance': 51542.83, 'position': (41.524208, -87.438608)}|{'distance': 694.72, 'position': (41.48506999999999, -88.04965399999999)}|{'distance': 55687.58, 'position': (41.521747999999995, -87.38835800000001)}|{'distance': 4714.15, 'position': (41.500524, -88.005125)}|{'distance': 54128.26, 'position': (41.525258, -87.407551)}|{'distance': 3505.19, 'position': (41.49156, -88.015524)}
2029|(41.480114, -88.054732)|{'distance': 981.64, 'position': (41.485834000000004, -88.045756)}|{'distance': 752.69, 'position': (41.478144, -88.063376)}||{'distance': 51559.29, 'position': (41.524204, -87.438409)}|{'distance': 686.73, 'position': (41.48506999999999, -88.049813)}|{'distance': 55681.43, 'position': (41.521747, -87.388432)}|{'distance': 4696.6, 'position': (41.500469, -88.005325)}|{'distance': 54144.61, 'position': (41.525259999999996, -87.407354)}|{'distance': 3492.99, 'position': (41.49140500000001, -88.015601)}
2030|(41.480114, -88.054732)|{'distance': 973.78, 'position': (41.485811999999996, -88.04585499999999)}|{'distance': 763.82, 'position': (41.47812, -88.063506)}||{'distance': 51575.73, 'position': (41.524207, -87.438211)}|{'distance': 680.27, 'position': (41.485064, -88.049933)}|{'distance': 55675.12, 'position': (41.521747, -87.388508)}|{'distance': 4679.04, 'position': (41.500415000000004, -88.005526)}|{'distance': 54161.06, 'position': (41.525263, -87.407156)}|{'distance': 3481.04, 'position': (41.491253, -88.015677)}
2031|(41.480114, -88.054732)|{'distance': 979.33, 'position': (41.485891, -88.04585800000001)}|{'distance': 775.47, 'position': (41.478095, -88.063642)}||{'distance': 51592.17, 'position': (41.524209, -87.438013)}|{'distance': 673.12, 'position': (41.485060999999995, -88.05007499999999)}|{'distance': 55668.64, 'position': (41.521746, -87.38858599999999)}|{'distance': 4661.77, 'position': (41.500361000000005, -88.005723)}|{'distance': 54177.48, 'position': (41.525263, -87.40695799999999)}|{'distance': 3469.33, 'position': (41.491102, -88.015751)}
2032|(41.480114, -88.054732)|{'distance': 976.13, 'position': (41.485909, -88.04593000000001)}|{'distance': 786.57, 'position': (41.478069999999995, -88.063771)}||{'distance': 51608.6, 'position': (41.524210999999994, -87.43781499999999)}|{'distance': 665.54, 'position': (41.48505600000001, -88.050225)}|{'distance': 55662.07, 'position': (41.521744, -87.388665)}|{'distance': 4644.44, 'position': (41.500307, -88.005921)}|{'distance': 54193.91, 'position': (41.525264, -87.40675999999999)}|{'distance': 3457.52, 'position': (41.490950999999995, -88.015827)}
2033|(41.480114, -88.054732)|{'distance': 973.21, 'position': (41.485927000000004, -88.045998)}|{'distance': 797.59, 'position': (41.478047, -88.06389999999999)}||{'distance': 51625.06, 'position': (41.524215000000005, -87.43761699999999)}|{'distance': 658.15, 'position': (41.48505, -88.05037200000001)}|{'distance': 55655.24, 'position': (41.521741, -87.38874700000001)}|{'distance': 4627.1, 'position': (41.500253, -88.006119)}|{'distance': 54210.59, 'position': (41.525266, -87.406559)}|{'distance': 3445.88, 'position': (41.490801000000005, -88.01590200000001)}
2034|(41.480114, -88.054732)|{'distance': 977.67, 'position': (41.486003000000004, -88.04601699999999)}|{'distance': 808.48, 'position': (41.478026, -88.064028)}||{'distance': 51641.08, 'position': (41.524217, -87.437424)}|{'distance': 651.56, 'position': (41.485049, -88.05051499999999)}|{'distance': 55648.3, 'position': (41.521736000000004, -87.38883)}|{'distance': 4609.36, 'position': (41.500197, -88.00632100000001)}|{'distance': 54227.1, 'position': (41.52526700000001, -87.40636)}|{'distance': 3434.22, 'position': (41.490649000000005, -88.015977)}
2035|(41.480114, -88.054732)|{'distance': 980.66, 'position': (41.486062000000004, -88.04603999999999)}|{'distance': 818.63, 'position': (41.478013000000004, -88.06415000000001)}||{'distance': 51657.27, 'position': (41.52421999999999, -87.437229)}|{'distance': 644.42, 'position': (41.485042, -88.050661)}|{'distance': 55641.65, 'position': (41.521733999999995, -87.38891)}|{'distance': 4591.68, 'position': (41.500142, -88.006523)}|{'distance': 54243.78, 'position': (41.525268, -87.406159)}|{'distance': 3422.73, 'position': (41.490497999999995, -88.016051)}
2036|(41.480114, -88.054732)|{'distance': 983.88, 'position': (41.48611700000001, -88.046055)}|{'distance': 829.36, 'position': (41.477996999999995, -88.064278)}||{'distance': 51673.67, 'position': (41.524218, -87.437031)}|{'distance': 637.49, 'position': (41.485036, -88.050808)}|{'distance': 55634.86, 'position': (41.521736000000004, -87.388992)}|{'distance': 4574.21, 'position': (41.500088, -88.00672300000001)}|{'distance': 54260.55, 'position': (41.52527, -87.405957)}|{'distance': 3411.33, 'position': (41.490348000000004, -88.01612499999999)}
2037|(41.480114, -88.054732)|{'distance': 987.83, 'position': (41.48617, -88.04605600000001)}|{'distance': 840.11, 'position': (41.477983, -88.06440699999999)}||{'distance': 51690.01, 'position': (41.524219, -87.436834)}|{'distance': 630.76, 'position': (41.485029999999995, -88.050954)}|{'distance': 55628.06, 'position': (41.521737, -87.389074)}|{'distance': 4556.66, 'position': (41.500034, -88.006924)}|{'distance': 54277.25, 'position': (41.525273, -87.405756)}|{'distance': 3398.83, 'position': (41.490175, -88.016203)}
2038|(41.480114, -88.054732)|{'distance': 992.46, 'position': (41.486223, -88.046046)}|{'distance': 850.79, 'position': (41.477971, -88.064536)}||{'distance': 51706.44, 'position': (41.524221, -87.436636)}|{'distance': 624.1, 'position': (41.485023, -88.0511)}|{'distance': 55621.18, 'position': (41.521738, -87.389157)}|{'distance': 4539.74, 'position': (41.499989, -88.00712299999999)}|{'distance': 54294.01, 'position': (41.525275, -87.405554)}|{'distance': 3387.4, 'position': (41.490023, -88.016278)}
2039|(41.480114, -88.054732)|{'distance': 997.79, 'position': (41.486273000000004, -88.046021)}|{'distance': 861.41, 'position': (41.477959, -88.064664)}||{'distance': 51723.15, 'position': (41.524224999999994, -87.436435)}|{'distance': 617.71, 'position': (41.485017, -88.05124599999999)}|{'distance': 55614.39, 'position': (41.521739, -87.389239)}|{'distance': 4521.69, 'position': (41.499934999999994, -88.007331)}|{'distance': 54310.07, 'position': (41.52528, -87.405361)}|{'distance': 3376.55, 'position': (41.489879, -88.01635)}
2040|(41.480114, -88.054732)|{'distance': 1003.83, 'position': (41.486322, -88.04598299999999)}|{'distance': 871.86, 'position': (41.477947, -88.06478999999999)}||{'distance': 51739.76, 'position': (41.524228, -87.436235)}|{'distance': 611.62, 'position': (41.485012, -88.05139100000001)}|{'distance': 55607.42, 'position': (41.521739, -87.389323)}|{'distance': 4504.09, 'position': (41.499880000000005, -88.007532)}|{'distance': 54326.15, 'position': (41.525288, -87.40516799999999)}|{'distance': 3365.2, 'position': (41.489726, -88.016425)}
2041|(41.480114, -88.054732)|{'distance': 1009.71, 'position': (41.486368, -88.045944)}|{'distance': 882.13, 'position': (41.477936, -88.064914)}||{'distance': 51756.28, 'position': (41.524229999999996, -87.436036)}|{'distance': 605.35, 'position': (41.485003999999996, -88.051538)}|{'distance': 55600.35, 'position': (41.521738, -87.389408)}|{'distance': 4486.5, 'position': (41.499825, -88.007733)}|{'distance': 54342.2, 'position': (41.525293000000005, -87.404975)}|{'distance': 3354.02, 'position': (41.489574000000005, -88.01649900000001)}
2042|(41.480114, -88.054732)|{'distance': 1015.63, 'position': (41.486413, -88.045903)}|{'distance': 892.81, 'position': (41.47792999999999, -88.065045)}||{'distance': 51772.71, 'position': (41.524232000000005, -87.435838)}|{'distance': 599.09, 'position': (41.484996, -88.05169)}|{'distance': 55593.21, 'position': (41.521737, -87.389494)}|{'distance': 4468.96, 'position': (41.499763, -88.00792799999999)}|{'distance': 54358.14, 'position': (41.525295, -87.40478300000001)}|{'distance': 3342.82, 'position': (41.489422000000005, -88.016574)}
